Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Avg_Trans_Amt_Per_Transaction,Credit_Utilization_Rate_Calc,Avg_Trans_Amt_Per_Transaction,Credit_Utilization_Rate_Calc,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,target
45.000000,2.000000,37.000000,6.000000,1.000000,2.000000,14470.000000,1157.000000,13313.000000,0.966000,1207.000000,21.000000,0.909000,0.080000,57.476190,0.079959,57.476190,0.079959,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
47.000000,1.000000,42.000000,5.000000,2.000000,0.000000,20979.000000,1800.000000,19179.000000,0.906000,1178.000000,27.000000,0.929000,0.086000,43.629630,0.085800,43.629630,0.085800,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
62.000000,0.000000,49.000000,2.000000,3.000000,3.000000,1438.300000,0.000000,1438.300000,1.047000,869.260000,20.000000,0.600000,0.000000,43.250000,0.000000,43.250000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
41.000000,3.000000,33.000000,4.000000,2.000000,1.000000,4470.000000,680.000000,3790.000000,1.514740,931.000000,20.000000,1.455000,0.152000,51.722222,0.152125,51.722222,0.152125,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
47.000000,4.000000,36.000000,3.000000,3.000000,2.000000,2492.000000,1560.000000,932.000000,0.573000,1126.000000,23.000000,0.353000,0.626000,48.956522,0.626003,48.956522,0.626003,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
54.000000,2.000000,42.000000,4.000000,2.000000,3.000000,12217.000000,0.000000,12217.000000,1.075000,1110.000000,21.000000,0.750000,0.000000,52.857143,0.000000,52.857143,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
41.000000,3.000000,28.000000,6.000000,1.000000,2.000000,7768.000000,1669.000000,6099.000000,0.797000,1051.000000,22.000000,0.833000,0.215000,47.772727,0.214856,47.772727,0.214856,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
59.000000,1.000000,46.000000,4.000000,1.000000,2.000000,14784.000000,1374.000000,13410.000000,0.921000,1197.000000,23.000000,1.300000,0.093000,52.043478,0.092938,52.043478,0.092938,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
63.000000,1.000000,56.000000,3.000000,3.000000,2.000000,10215.000000,1010.000000,9205.000000,0.843000,1904.000000,40.000000,1.000000,0.099000,47.600000,0.098874,47.600000,0.098874,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
44.000000,3.000000,34.000000,5.000000,2.000000,2.000000,10100.000000,0.000000,10100.000000,0.525000,1052.000000,20.000000,1.455000,0.000000,58.444444,0.000000,58.444444,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
47.000000,4.000000,42.000000,6.000000,1.000000,0.000000,4785.000000,1362.000000,3423.000000,0.739000,1045.000000,38.000000,0.900000,0.285000,31.000000,0.284639,31.000000,0.284639,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
53.000000,3.000000,33.000000,3.000000,2.000000,3.000000,2753.000000,1811.000000,942.000000,0.977000,1038.000000,25.000000,1.455000,0.658000,41.520000,0.657828,41.520000,0.657828,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
53.000000,2.000000,48.000000,2.000000,5.000000,1.000000,2451.000000,1690.000000,761.000000,1.323000,1596.000000,26.000000,1.455000,0.690000,61.384615,0.689514,61.384615,0.689514,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
41.000000,4.000000,36.000000,4.000000,1.000000,2.000000,8923.000000,2517.000000,6406.000000,1.514740,1589.000000,24.000000,1.455000,0.282000,66.208333,0.282080,66.208333,0.282080,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
53.000000,2.000000,38.000000,5.000000,2.000000,3.000000,2650.000000,1490.000000,1160.000000,1.514740,1411.000000,28.000000,1.000000,0.562000,50.392857,0.562264,50.392857,0.562264,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
58.000000,0.000000,49.000000,6.000000,2.000000,2.000000,12555.000000,1696.000000,10859.000000,0.519000,1291.000000,24.000000,0.714000,0.135000,53.791667,0.135086,53.791667,0.135086,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
55.000000,1.000000,36.000000,4.000000,2.000000,1.000000,3520.000000,1914.000000,1606.000000,0.510000,1407.000000,43.000000,0.483000,0.544000,32.720930,0.543750,32.720930,0.543750,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
55.000000,3.000000,36.000000,6.000000,2.000000,3.000000,3035.000000,2298.000000,737.000000,1.514740,1877.000000,37.000000,1.176000,0.757000,50.729730,0.757166,50.729730,0.757166,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
42.000000,4.000000,36.000000,2.000000,3.000000,3.000000,15433.000000,0.000000,15433.000000,0.865000,966.000000,22.000000,1.200000,0.000000,43.909091,0.000000,43.909091,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
57.000000,1.000000,49.000000,3.000000,3.000000,2.000000,3672.000000,886.000000,2786.000000,1.320000,1464.000000,28.000000,0.556000,0.241000,52.285714,0.241285,52.285714,0.241285,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
65.000000,0.000000,56.000000,5.000000,4.000000,3.000000,7882.000000,605.000000,7277.000000,1.052000,869.260000,20.000000,0.231000,0.077000,44.000000,0.076757,44.000000,0.076757,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
45.000000,3.000000,41.000000,2.000000,2.000000,2.000000,32426.000000,578.000000,31848.000000,1.042000,1109.000000,28.000000,0.474000,0.018000,39.607143,0.017825,39.607143,0.017825,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
51.000000,2.000000,44.000000,4.000000,1.000000,0.000000,6205.000000,2204.000000,4001.000000,0.803000,1347.000000,28.000000,0.556000,0.355000,48.107143,0.355197,48.107143,0.355197,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
50.000000,1.000000,43.000000,3.000000,2.000000,3.000000,17304.000000,2517.000000,14787.000000,1.449000,1756.000000,33.000000,1.200000,0.145000,53.212121,0.145458,53.212121,0.145458,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
49.000000,3.000000,37.000000,5.000000,2.000000,1.000000,3906.000000,0.000000,3906.000000,1.214000,1756.000000,32.000000,1.000000,0.000000,54.875000,0.000000,54.875000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
38.000000,4.000000,28.000000,2.000000,3.000000,3.000000,9830.000000,2055.000000,7775.000000,0.977000,1042.000000,23.000000,0.917000,0.209000,45.304348,0.209054,45.304348,0.209054,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
49.000000,4.000000,30.000000,3.000000,2.000000,3.000000,34516.000000,0.000000,34294.140000,1.514740,1444.000000,28.000000,1.333000,0.000000,51.571429,0.000000,51.571429,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
56.000000,2.000000,45.000000,6.000000,2.000000,0.000000,2283.000000,1430.000000,853.000000,1.514740,1741.000000,27.000000,0.588000,0.626000,64.481481,0.626369,64.481481,0.626369,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
59.000000,1.000000,52.000000,3.000000,2.000000,2.000000,2548.000000,2020.000000,528.000000,1.514740,1719.000000,27.000000,1.455000,0.793000,63.666667,0.792779,63.666667,0.792779,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
46.000000,3.000000,40.000000,4.000000,3.000000,3.000000,19458.000000,1435.000000,18023.000000,0.787000,1217.000000,27.000000,0.800000,0.074000,45.074074,0.073749,45.074074,0.073749,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
52.000000,1.000000,40.000000,5.000000,1.000000,1.000000,4745.000000,1227.000000,3518.000000,0.624000,1140.000000,40.000000,0.600000,0.259000,31.000000,0.258588,31.000000,0.258588,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
52.000000,3.000000,41.000000,6.000000,3.000000,2.000000,2622.000000,1549.000000,1073.000000,1.321000,1878.000000,30.000000,1.143000,0.591000,62.600000,0.590770,62.600000,0.590770,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
54.000000,1.000000,40.000000,2.000000,3.000000,1.000000,1438.300000,808.000000,630.300000,0.997000,869.260000,20.000000,0.900000,0.562000,37.105263,0.561774,37.105263,0.561774,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
65.000000,0.000000,54.000000,3.000000,4.000000,2.000000,3171.000000,2179.000000,992.000000,1.224000,1946.000000,38.000000,1.455000,0.687000,51.210526,0.687165,51.210526,0.687165,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
49.000000,2.000000,36.000000,4.000000,2.000000,0.000000,19763.000000,2517.000000,17246.000000,0.664000,1414.000000,35.000000,0.250000,0.127000,40.400000,0.127359,40.400000,0.127359,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
56.000000,2.000000,36.000000,1.000000,3.000000,3.000000,15769.000000,0.000000,15769.000000,1.041000,869.260000,20.000000,0.364000,0.000000,40.133333,0.000000,40.133333,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
49.000000,4.000000,36.000000,6.000000,4.000000,2.000000,3298.000000,2200.000000,1098.000000,0.678000,1052.000000,32.000000,0.600000,0.667000,32.875000,0.667071,32.875000,0.667071,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
49.000000,3.000000,36.000000,2.000000,2.000000,0.000000,2802.000000,2363.000000,439.000000,0.750000,1295.000000,40.000000,0.600000,0.843000,32.375000,0.843326,32.375000,0.843326,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
56.000000,2.000000,50.000000,4.000000,2.000000,3.000000,4458.000000,1880.000000,2578.000000,1.107000,1424.000000,29.000000,1.417000,0.422000,49.103448,0.421714,49.103448,0.421714,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
44.000000,5.000000,35.000000,4.000000,1.000000,2.000000,6273.000000,978.000000,5295.000000,1.514740,1359.000000,25.000000,1.083000,0.156000,54.360000,0.155906,54.360000,0.155906,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
42.000000,2.000000,34.000000,4.000000,4.000000,3.000000,3336.000000,1753.000000,1583.000000,0.690000,1168.000000,27.000000,1.250000,0.525000,43.259259,0.525480,43.259259,0.525480,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
55.000000,3.000000,47.000000,4.000000,2.000000,3.000000,3436.000000,2016.000000,1420.000000,0.901000,1097.000000,33.000000,0.833000,0.587000,33.242424,0.586729,33.242424,0.586729,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
48.000000,2.000000,35.000000,2.000000,4.000000,4.000000,34516.000000,0.000000,34294.140000,0.763000,869.260000,20.000000,0.500000,0.000000,46.066667,0.000000,46.066667,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
39.000000,1.000000,33.000000,5.000000,3.000000,3.000000,5926.000000,1251.000000,4675.000000,0.944000,1316.000000,28.000000,1.154000,0.211000,47.000000,0.211104,47.000000,0.211104,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
44.000000,4.000000,32.000000,2.000000,4.000000,2.000000,23957.000000,2102.000000,21855.000000,0.997000,1276.000000,26.000000,0.733000,0.088000,49.076923,0.087741,49.076923,0.087741,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
53.000000,2.000000,44.000000,4.000000,2.000000,2.000000,14734.000000,1634.000000,13100.000000,0.989000,1289.000000,23.000000,0.917000,0.111000,56.043478,0.110900,56.043478,0.110900,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
